# From wikipedia https://en.wikipedia.org/wiki/Abundances_of_the_elements_(data_page)
# Data Sun and Solar abundances by Kaye & Laby
1,2.8e4
2,2.7e3
3,5.7e-5
4,7e-7
5,2.1e-5
6,10
7,3.1
8,24
9,8.5e-4
10,3
11,5.7e-2
12,1.1
13,8.5e-2
14,1
15,1e-2
16,5.2e-1
17,5.2e-3
18,.1
19,3.8e-3
20,6.1e-2
21,3.4e-5
22,2.4e-3
23,2.9e-4
24,1.3e-2
25,9.5e-3
26,.9
