# Values taken from https://www.ciaaw.org/isotopic-abundances.htm
# Data published in https://doi.org/10.1515/pac-2015-0503
1,1,0.99972,0.99999
1,2,0.00001,0.00028
2,3,0.000002
2,4,0.999998
3,6,0.019,0.078
3,7,0.922,0.981
4,9,1	
5,10,0.189,0.204
5,11,0.796,0.811
6,12,0.9884,0.9904	
6,13,0.0096,0.0116
7,14,0.99578,0.99663	
7,15,0.00337,0.00422
8,16,0.99738,0.99776	
8,17,0.000367,0.000400
8,18,0.00187,0.00222
9,19,1	
10,20,0.9048
10,21,0.0027
10,22,0.0925
11,23,1	
12,24,0.7888,0.7905	
12,25,0.09988,0.10034
12,26,0.1096,0.1109
13,27,1	
14,28,0.92191,0.92318	
14,29,0.04645,0.04699
14,30,0.03037,0.03110
15,31,1	
16,32,0.9441,0.9529	
16,33,0.00729,0.00797
16,34,0.0396,0.0477
16,36,0.000129,0.000187
17,35,0.755,0.761	
17,37,0.239,0.245
18,36,0.0000,0.0207
18,38,0.000,0.043
18,40,0.936,1.000
19,39,0.932581	
19,40,0.000117
19,41,0.067302
20,40,0.96941
20,42,0.00647
20,43,0.00135
20,44,0.02086
20,46,0.00004
20,48,0.00187
21,45,1	
22,46,0.0825	
22,47,0.0744
22,48,0.7372
22,49,0.0541
22,50,0.0518
23,50,0.00250	
23,51,0.99750
24,50,0.04345	
24,52,0.83789
24,53,0.09501
24,54,0.02365
25,55,1	
26,54,0.05845	
26,56,0.91754
